crovir-transcript-15539,43162_crovir-transcript-15539
crovir-transcript-16367,OGFOD2_crovir-transcript-16367
crovir-transcript-14150,OGFOD3_crovir-transcript-14150
crovir-transcript-1023,OGFR_crovir-transcript-1023
crovir-transcript-8897,OGFRL1_crovir-transcript-8897
crovir-transcript-13256,OGG1_crovir-transcript-13256
crovir-transcript-13597,OGN_crovir-transcript-13597
crovir-transcript-16151,OGT_crovir-transcript-16151
crovir-transcript-7248,OGT_crovir-transcript-7248
crovir-transcript-7359,OIP5_crovir-transcript-7359
crovir-transcript-10281,OIT3_crovir-transcript-10281
crovir-transcript-8325,OLA1_crovir-transcript-8325
crovir-transcript-14550,OLFM2_crovir-transcript-14550
crovir-transcript-3226,OLFM4_crovir-transcript-3226
crovir-transcript-7621,OLFML1_crovir-transcript-7621
crovir-transcript-1516,OLFML2A_crovir-transcript-1516
crovir-transcript-5643,OLFML2B_crovir-transcript-5643
crovir-transcript-6351,OLFML3_crovir-transcript-6351
crovir-transcript-5973,OMA1_crovir-transcript-5973
crovir-transcript-13600,OMD_crovir-transcript-13600
crovir-transcript-11025,ONECUT1_crovir-transcript-11025
crovir-transcript-6769,ONECUT1_crovir-transcript-6769
crovir-transcript-16996,OPA1_crovir-transcript-16996
crovir-transcript-1258,OPA3_crovir-transcript-1258
crovir-transcript-17,OPHN1_crovir-transcript-17
crovir-transcript-17298,OPLAH_crovir-transcript-17298
crovir-transcript-4818,OPLAH_crovir-transcript-4818
crovir-transcript-11308,OPN1SW_crovir-transcript-11308
crovir-transcript-9394,OPN3_crovir-transcript-9394
crovir-transcript-4354,OPN4_crovir-transcript-4354
crovir-transcript-8571,OPN5_crovir-transcript-8571
crovir-transcript-929,OPRD1_crovir-transcript-929
crovir-transcript-5110,OPRK1_crovir-transcript-5110
crovir-transcript-6650,OPRL1_crovir-transcript-6650
crovir-transcript-11644,OPTN_crovir-transcript-11644
crovir-transcript-11645,OPTN_crovir-transcript-11645
crovir-transcript-16379,ORAI1_crovir-transcript-16379
crovir-transcript-10036,ORAI2_crovir-transcript-10036
crovir-transcript-7554,ORAOV1_crovir-transcript-7554
crovir-transcript-6028,ORC1_crovir-transcript-6028
crovir-transcript-8450,ORC2_crovir-transcript-8450
crovir-transcript-8972,ORC3_crovir-transcript-8972
crovir-transcript-8188,ORC4_crovir-transcript-8188
crovir-transcript-17472,ORC5_crovir-transcript-17472
crovir-transcript-11507,ORC6_crovir-transcript-11507
crovir-transcript-8408,ORMDL1_crovir-transcript-8408
crovir-transcript-14620,OS9_crovir-transcript-14620
crovir-transcript-14621,OS9_crovir-transcript-14621
crovir-transcript-16308,OSBP_crovir-transcript-16308
crovir-transcript-7951,OSBP_crovir-transcript-7951
crovir-transcript-2119,OSBPL10_crovir-transcript-2119
crovir-transcript-8132,OSBPL11_crovir-transcript-8132
crovir-transcript-5154,OSBPL1A_crovir-transcript-5154
crovir-transcript-2044,OSBPL3_crovir-transcript-2044
crovir-transcript-7730,OSBPL5_crovir-transcript-7730
crovir-transcript-8334,OSBPL6_crovir-transcript-8334
crovir-transcript-11901,OSBPL8_crovir-transcript-11901
crovir-transcript-6031,OSBPL9_crovir-transcript-6031
crovir-transcript-7471,OSCP1_crovir-transcript-7471
crovir-transcript-6541,OSER1_crovir-transcript-6541
crovir-transcript-16980,OSGEP_crovir-transcript-16980
crovir-transcript-3061,OSGEP_crovir-transcript-3061
crovir-transcript-8405,OSGEPL1_crovir-transcript-8405
crovir-transcript-16055,OSGIN1_crovir-transcript-16055
crovir-transcript-4986,OSGIN2_crovir-transcript-4986
crovir-transcript-3555,OSMR_crovir-transcript-3555
crovir-transcript-3559,OSMR_crovir-transcript-3559
crovir-transcript-3560,OSMR_crovir-transcript-3560
crovir-transcript-8770,OSR1_crovir-transcript-8770
crovir-transcript-4940,OSR2_crovir-transcript-4940
crovir-transcript-4406,OSTC_crovir-transcript-4406
crovir-transcript-15455,OSTF1_crovir-transcript-15455
crovir-transcript-9028,OSTM1_crovir-transcript-9028
crovir-transcript-3581,OTC_crovir-transcript-3581
crovir-transcript-342,OTOA_crovir-transcript-342
crovir-transcript-350,OTOA_crovir-transcript-350
crovir-transcript-9868,OTOF_crovir-transcript-9868
crovir-transcript-7723,OTOG_crovir-transcript-7723
crovir-transcript-7724,OTOG_crovir-transcript-7724
crovir-transcript-11916,OTOGL_crovir-transcript-11916
crovir-transcript-11918,OTOGL_crovir-transcript-11918
crovir-transcript-11919,OTOGL_crovir-transcript-11919
crovir-transcript-10875,OTOL1_crovir-transcript-10875
crovir-transcript-14330,OTOP1_crovir-transcript-14330
crovir-transcript-14241,OTOP2_crovir-transcript-14241
crovir-transcript-14240,OTOP3_crovir-transcript-14240
crovir-transcript-15720,OTP_crovir-transcript-15720
crovir-transcript-12439,OTUB1_crovir-transcript-12439
crovir-transcript-1160,OTUD3_crovir-transcript-1160
crovir-transcript-4467,OTUD4_crovir-transcript-4467
crovir-transcript-14815,OTUD5_crovir-transcript-14815
crovir-transcript-4975,OTUD6B_crovir-transcript-4975
crovir-transcript-11064,OTUD7A_crovir-transcript-11064
crovir-transcript-1208,OTUD7B_crovir-transcript-1208
crovir-transcript-5427,OTULIN_crovir-transcript-5427
crovir-transcript-6961,OTX2_crovir-transcript-6961
crovir-transcript-7672,OVCH2_crovir-transcript-7672
crovir-transcript-12399,OVOL1_crovir-transcript-12399
crovir-transcript-5549,OVOL2_crovir-transcript-5549
crovir-transcript-17350,OXA1L_crovir-transcript-17350
crovir-transcript-15829,OXCT1_crovir-transcript-15829
crovir-transcript-14383,OXLD1_crovir-transcript-14383
crovir-transcript-2079,OXNAD1_crovir-transcript-2079
crovir-transcript-4904,OXR1_crovir-transcript-4904
crovir-transcript-2104,OXSM_crovir-transcript-2104
crovir-transcript-1732,OXSR1_crovir-transcript-1732
crovir-transcript-8263,OXSR1_crovir-transcript-8263
crovir-transcript-13398,OXTR_crovir-transcript-13398
crovir-transcript-9991,P2RX1_crovir-transcript-9991
crovir-transcript-16348,P2RX2_crovir-transcript-16348
crovir-transcript-7906,P2RX3_crovir-transcript-7906
crovir-transcript-16364,P2RX4_crovir-transcript-16364
crovir-transcript-16365,P2RX7_crovir-transcript-16365
crovir-transcript-14896,P2RY11_crovir-transcript-14896
crovir-transcript-1110,P3H1_crovir-transcript-1110
crovir-transcript-15116,P3H3_crovir-transcript-15116
crovir-transcript-2567,P3H4_crovir-transcript-2567
crovir-transcript-10283,P4HA1_crovir-transcript-10283
crovir-transcript-13914,P4HA2_crovir-transcript-13914
crovir-transcript-14293,P4HB_crovir-transcript-14293
crovir-transcript-14427,PA2G4_crovir-transcript-14427
crovir-transcript-15445,PAAF1_crovir-transcript-15445
crovir-transcript-4928,PABPC1_crovir-transcript-4928
crovir-transcript-16236,PABPN1L_crovir-transcript-16236
crovir-transcript-9291,PACRG_crovir-transcript-9291
crovir-transcript-12519,PACS1_crovir-transcript-12519
crovir-transcript-6681,PACS1_crovir-transcript-6681
crovir-transcript-9705,PACS1_crovir-transcript-9705
crovir-transcript-6218,PACSIN1_crovir-transcript-6218
crovir-transcript-11689,PACSIN2_crovir-transcript-11689
crovir-transcript-7519,PACSIN3_crovir-transcript-7519
crovir-transcript-1278,PAF1_crovir-transcript-1278
crovir-transcript-10055,PAFAH1B1_crovir-transcript-10055
crovir-transcript-13081,PAFAH1B2_crovir-transcript-13081
crovir-transcript-726,PAFAH1B3_crovir-transcript-726
crovir-transcript-974,PAFAH2_crovir-transcript-974
crovir-transcript-5003,PAG1_crovir-transcript-5003
crovir-transcript-2963,PAGR1_crovir-transcript-2963
crovir-transcript-12198,PAH_crovir-transcript-12198
crovir-transcript-4713,PAICS_crovir-transcript-4713
crovir-transcript-4714,PAICS_crovir-transcript-4714
crovir-transcript-15827,PAIP1_crovir-transcript-15827
crovir-transcript-8724,PAIP2_crovir-transcript-8724
crovir-transcript-5314,PAK1IP1_crovir-transcript-5314
crovir-transcript-10703,PAK2_crovir-transcript-10703
crovir-transcript-621,PAK2_crovir-transcript-621
crovir-transcript-1273,PAK4_crovir-transcript-1273
crovir-transcript-8660,PAK5_crovir-transcript-8660
crovir-transcript-7203,PAK6_crovir-transcript-7203
crovir-transcript-7439,PALB2_crovir-transcript-7439
crovir-transcript-10248,PALD1_crovir-transcript-10248
crovir-transcript-10250,PALD1_crovir-transcript-10250
crovir-transcript-4645,PALLD_crovir-transcript-4645
crovir-transcript-6793,PALM_crovir-transcript-6793
crovir-transcript-9440,PALM2_crovir-transcript-9440
crovir-transcript-5803,PALMD_crovir-transcript-5803
crovir-transcript-15618,PAM_crovir-transcript-15618
crovir-transcript-7541,PAMR1_crovir-transcript-7541
crovir-transcript-14442,PAN2_crovir-transcript-14442
crovir-transcript-3943,PAN3_crovir-transcript-3943
crovir-transcript-13226,PANK3_crovir-transcript-13226
crovir-transcript-12794,PANK4_crovir-transcript-12794
crovir-transcript-4549,PANK4_crovir-transcript-4549
crovir-transcript-4058,PANX1_crovir-transcript-4058
crovir-transcript-11713,PANX2_crovir-transcript-11713
crovir-transcript-12754,PANX3_crovir-transcript-12754
crovir-transcript-3189,PAOX_crovir-transcript-3189
crovir-transcript-15734,PAPD4_crovir-transcript-15734
crovir-transcript-11488,PAPD5_crovir-transcript-11488
crovir-transcript-5480,PAPD7_crovir-transcript-5480
crovir-transcript-7415,PAPLN_crovir-transcript-7415
crovir-transcript-7418,PAPLN_crovir-transcript-7418
crovir-transcript-9789,PAPOLG_crovir-transcript-9789
crovir-transcript-16794,PAPPA_crovir-transcript-16794
crovir-transcript-16795,PAPPA_crovir-transcript-16795
crovir-transcript-5670,PAPPA2_crovir-transcript-5670
crovir-transcript-5671,PAPPA2_crovir-transcript-5671
crovir-transcript-4405,PAPSS1_crovir-transcript-4405
crovir-transcript-4288,PAQR3_crovir-transcript-4288
crovir-transcript-2791,PAQR4_crovir-transcript-2791
crovir-transcript-16599,PAQR6_crovir-transcript-16599
crovir-transcript-980,PAQR7_crovir-transcript-980
crovir-transcript-1816,PARD3_crovir-transcript-1816
crovir-transcript-8421,PARD3B_crovir-transcript-8421
crovir-transcript-8422,PARD3B_crovir-transcript-8422
crovir-transcript-11546,PARD6A_crovir-transcript-11546
crovir-transcript-6576,PARD6B_crovir-transcript-6576
crovir-transcript-5276,PARD6G_crovir-transcript-5276
crovir-transcript-10175,PARG_crovir-transcript-10175
crovir-transcript-1128,PARK7_crovir-transcript-1128
crovir-transcript-10608,PARL_crovir-transcript-10608
crovir-transcript-2442,PARM1_crovir-transcript-2442
crovir-transcript-1679,PARN_crovir-transcript-1679
crovir-transcript-9560,PARP1_crovir-transcript-9560
crovir-transcript-9554,PARP10_crovir-transcript-9554
crovir-transcript-12202,PARP12_crovir-transcript-12202
crovir-transcript-11339,PARP16_crovir-transcript-11339
crovir-transcript-3077,PARP2_crovir-transcript-3077
crovir-transcript-13637,PARP3_crovir-transcript-13637
crovir-transcript-3982,PARP4_crovir-transcript-3982
crovir-transcript-11164,PARP6_crovir-transcript-11164
crovir-transcript-15810,PARP8_crovir-transcript-15810
crovir-transcript-8168,PARP9_crovir-transcript-8168
crovir-transcript-12199,PARPBP_crovir-transcript-12199
crovir-transcript-12201,PARPBP_crovir-transcript-12201
crovir-transcript-7627,PARVA_crovir-transcript-7627
crovir-transcript-11682,PARVB_crovir-transcript-11682
crovir-transcript-10720,PASK_crovir-transcript-10720
crovir-transcript-10721,PASK_crovir-transcript-10721
crovir-transcript-10722,PASK_crovir-transcript-10722
crovir-transcript-5961,PATJ_crovir-transcript-5961
crovir-transcript-5962,PATJ_crovir-transcript-5962
crovir-transcript-5963,PATJ_crovir-transcript-5963
crovir-transcript-7954,PATL1_crovir-transcript-7954
crovir-transcript-11228,PATL2_crovir-transcript-11228
crovir-transcript-4217,PATZ1_crovir-transcript-4217
crovir-transcript-5495,PAX1_crovir-transcript-5495
crovir-transcript-10215,PAX2_crovir-transcript-10215
crovir-transcript-10748,PAX3_crovir-transcript-10748
crovir-transcript-10751,PAX3_crovir-transcript-10751
crovir-transcript-15198,PAX5_crovir-transcript-15198
crovir-transcript-7646,PAX6_crovir-transcript-7646
crovir-transcript-17187,PAX7_crovir-transcript-17187
crovir-transcript-7226,PAX9_crovir-transcript-7226
crovir-transcript-1774,PAXIP1_crovir-transcript-1774
crovir-transcript-9892,PBK_crovir-transcript-9892
crovir-transcript-13619,PBRM1_crovir-transcript-13619
crovir-transcript-13129,PBX2_crovir-transcript-13129
crovir-transcript-1440,PBX3_crovir-transcript-1440
crovir-transcript-1442,PBX3_crovir-transcript-1442
crovir-transcript-14551,PBX4_crovir-transcript-14551
crovir-transcript-16311,PBXIP1_crovir-transcript-16311
crovir-transcript-3154,PC_crovir-transcript-3154
crovir-transcript-3155,PC_crovir-transcript-3155
crovir-transcript-3156,PC_crovir-transcript-3156
crovir-transcript-10256,PCBD1_crovir-transcript-10256
crovir-transcript-14679,PCBP2_crovir-transcript-14679
crovir-transcript-8540,PCBP3_crovir-transcript-8540
crovir-transcript-13633,PCBP4_crovir-transcript-13633
crovir-transcript-3313,PCCA_crovir-transcript-3313
crovir-transcript-10653,PCCB_crovir-transcript-10653
crovir-transcript-10597,PCDH10_crovir-transcript-10597
crovir-transcript-10292,PCDH15_crovir-transcript-10292
crovir-transcript-10293,PCDH15_crovir-transcript-10293
crovir-transcript-10294,PCDH15_crovir-transcript-10294
crovir-transcript-3229,PCDH17_crovir-transcript-3229
crovir-transcript-3230,PCDH17_crovir-transcript-3230
crovir-transcript-4494,PCDH18_crovir-transcript-4494
crovir-transcript-188,PCDH19_crovir-transcript-188
crovir-transcript-189,PCDH19_crovir-transcript-189
crovir-transcript-3234,PCDH20_crovir-transcript-3234
crovir-transcript-3225,PCDH8_crovir-transcript-3225
crovir-transcript-3228,PCDH8_crovir-transcript-3228
crovir-transcript-3239,PCDH9_crovir-transcript-3239
crovir-transcript-5531,PCDHAC1_crovir-transcript-5531
crovir-transcript-5533,PCDHAC1_crovir-transcript-5533
crovir-transcript-4098,PCF11_crovir-transcript-4098
crovir-transcript-2405,PCGF2_crovir-transcript-2405
crovir-transcript-15222,PCGF3_crovir-transcript-15222
crovir-transcript-10339,PCGF5_crovir-transcript-10339
crovir-transcript-10522,PCGF6_crovir-transcript-10522
crovir-transcript-3357,PCID2_crovir-transcript-3357
crovir-transcript-3360,PCID2_crovir-transcript-3360
crovir-transcript-17125,PCIF1_crovir-transcript-17125
crovir-transcript-6606,PCK1_crovir-transcript-6606
crovir-transcript-11211,PCLAF_crovir-transcript-11211
crovir-transcript-17426,PCLO_crovir-transcript-17426
crovir-transcript-4561,PCM1_crovir-transcript-4561
crovir-transcript-9268,PCMT1_crovir-transcript-9268
crovir-transcript-5113,PCMTD2_crovir-transcript-5113
crovir-transcript-6664,PCMTD2_crovir-transcript-6664
crovir-transcript-13017,PCNA_crovir-transcript-13017
crovir-transcript-3827,PCNP_crovir-transcript-3827
crovir-transcript-17384,PCNX3_crovir-transcript-17384
crovir-transcript-7007,PCNX4_crovir-transcript-7007
crovir-transcript-16819,PCOLCE_crovir-transcript-16819
crovir-transcript-5999,PCOLCE_crovir-transcript-5999
crovir-transcript-10790,PCOLCE2_crovir-transcript-10790
crovir-transcript-12499,PCP4L1_crovir-transcript-12499
crovir-transcript-15611,PCSK1_crovir-transcript-15611
crovir-transcript-14797,PCSK1N_crovir-transcript-14797
crovir-transcript-8654,PCSK2_crovir-transcript-8654
crovir-transcript-16628,PCSK4_crovir-transcript-16628
crovir-transcript-15447,PCSK5_crovir-transcript-15447
crovir-transcript-11307,PCSK6_crovir-transcript-11307
crovir-transcript-13091,PCSK7_crovir-transcript-13091
crovir-transcript-5980,PCSK9_crovir-transcript-5980
crovir-transcript-14488,PCTP_crovir-transcript-14488
crovir-transcript-12990,PCYOX1_crovir-transcript-12990
crovir-transcript-13983,PCYOX1L_crovir-transcript-13983
crovir-transcript-12788,PCYT1A_crovir-transcript-12788
crovir-transcript-3552,PCYT1B_crovir-transcript-3552
crovir-transcript-3553,PCYT1B_crovir-transcript-3553
crovir-transcript-14288,PCYT2_crovir-transcript-14288
crovir-transcript-153,PDAP1_crovir-transcript-153
crovir-transcript-5683,PDC_crovir-transcript-5683
crovir-transcript-10886,PDCD10_crovir-transcript-10886
crovir-transcript-10528,PDCD11_crovir-transcript-10528
crovir-transcript-9363,PDCD2_crovir-transcript-9363
crovir-transcript-10502,PDCD4_crovir-transcript-10502
crovir-transcript-11524,PDCD5_crovir-transcript-11524
crovir-transcript-2314,PDCD6_crovir-transcript-2314
crovir-transcript-2197,PDCD6IP_crovir-transcript-2197
crovir-transcript-11334,PDCD7_crovir-transcript-11334
crovir-transcript-7704,PDCL_crovir-transcript-7704
crovir-transcript-4725,PDCL2_crovir-transcript-4725
crovir-transcript-3415,PDCL3_crovir-transcript-3415
crovir-transcript-8320,PDE11A_crovir-transcript-8320
crovir-transcript-13526,PDE12_crovir-transcript-13526
crovir-transcript-8386,PDE1A_crovir-transcript-8386
crovir-transcript-14584,PDE1B_crovir-transcript-14584
crovir-transcript-2216,PDE1C_crovir-transcript-2216
crovir-transcript-11362,PDE3A_crovir-transcript-11362
crovir-transcript-5579,PDE3A_crovir-transcript-5579
crovir-transcript-14902,PDE4A_crovir-transcript-14902
crovir-transcript-14904,PDE4B_crovir-transcript-14904
crovir-transcript-5935,PDE4B_crovir-transcript-5935
crovir-transcript-6814,PDE4C_crovir-transcript-6814
crovir-transcript-15774,PDE4D_crovir-transcript-15774
crovir-transcript-4535,PDE5A_crovir-transcript-4535
crovir-transcript-15257,PDE6B_crovir-transcript-15257
crovir-transcript-10357,PDE6C_crovir-transcript-10357
crovir-transcript-14385,PDE6G_crovir-transcript-14385
crovir-transcript-12016,PDE6H_crovir-transcript-12016
crovir-transcript-5065,PDE7A_crovir-transcript-5065
crovir-transcript-9187,PDE7B_crovir-transcript-9187
crovir-transcript-15719,PDE8B_crovir-transcript-15719
crovir-transcript-3646,PDE9A_crovir-transcript-3646
crovir-transcript-306,PDGFA_crovir-transcript-306
crovir-transcript-12089,PDGFB_crovir-transcript-12089
crovir-transcript-4682,PDGFC_crovir-transcript-4682
crovir-transcript-4683,PDGFC_crovir-transcript-4683
crovir-transcript-4684,PDGFC_crovir-transcript-4684
